Density(kg/m3),Tensile_Strength(MPa),Hardness(HB),Thermal_Conductivity(W/mK),Elastic_Modulus(GPa),Class
1349.460825,15.526342,47.410098,0.130017,1.660058,Polymer
7781.155921,396.903260,109.618521,72.350064,128.317940,Metal
1403.326429,76.538309,44.502122,0.486335,2.078204,Polymer
3295.426509,680.347821,252.259653,271.282211,215.979407,Metal
1311.605206,26.453899,13.926790,0.218494,0.432315,Polymer
8173.670158,825.428856,307.343898,98.238669,63.262844,Metal
2241.067714,26.301491,961.952217,122.958205,175.166972,Ceramic
946.063021,61.099694,26.854587,0.443384,3.807230,Polymer
1117.815376,19.629898,25.721059,0.465650,1.109548,Polymer
8837.920442,1054.644666,229.712415,316.408003,81.952090,Metal
914.937427,34.178944,43.621738,0.359353,0.753503,Polymer
4980.103973,135.469981,2724.654941,28.867435,111.434500,Ceramic
5442.165954,392.136598,374.424702,51.945371,123.350518,Metal
1151.533274,53.253048,3.604697,0.209036,0.507107,Polymer
7258.010462,564.847209,152.902063,173.022999,150.988358,Metal
5708.505477,576.921876,288.406184,265.611046,213.025192,Metal
837.196440,8.390356,14.042734,0.126339,0.523139,Polymer
1234.154519,73.003215,20.203496,0.140522,3.674943,Polymer
3073.067799,118.738580,2442.891894,52.797334,215.197020,Ceramic
7270.234760,203.666823,226.134053,286.179066,131.048916,Metal
1434.667437,27.668851,16.440512,0.127782,0.952975,Polymer
2567.334621,26.112717,1633.961796,50.774068,171.006021,Ceramic
853.883948,69.524280,42.801394,0.337602,4.848317,Polymer
5673.997716,372.261472,88.285099,331.192047,146.435344,Metal
5341.436125,272.129208,834.992318,22.840861,137.564040,Ceramic
1315.330524,47.998553,37.005935,0.495917,1.301551,Polymer
4867.880657,114.917159,173.419232,289.859717,201.533311,Metal
5427.824642,453.040077,1948.933205,17.801399,374.313663,Ceramic
2082.909112,489.745970,2626.290363,99.245670,156.653250,Ceramic
4088.390732,915.113672,390.651706,156.579573,176.542070,Metal
1468.370085,65.679707,48.307200,0.450858,3.400432,Polymer
3797.077387,479.986940,1769.957886,40.531091,371.626545,Ceramic
3564.104902,220.301257,2984.253641,47.089171,116.439991,Ceramic
4731.283880,773.604173,201.710868,192.910516,214.586016,Metal
3153.634134,485.345547,1697.210249,103.143478,286.526989,Ceramic
1476.670028,64.260538,33.551696,0.221458,1.455535,Polymer
2062.369599,39.657485,1135.844977,89.367671,121.277313,Ceramic
1101.225980,67.724065,1.031444,0.200573,1.764087,Polymer
1401.307381,68.205970,38.675384,0.162015,0.448297,Polymer
1497.139979,23.689104,29.676017,0.132287,1.109912,Polymer
4805.109546,992.879998,272.965627,180.574049,214.374159,Metal
982.882638,33.692152,16.226054,0.325563,3.401038,Polymer
1204.717192,69.915512,10.775827,0.154276,2.780333,Polymer
859.918549,58.833184,31.787623,0.318332,1.892310,Polymer
3747.571263,86.532740,1548.943462,47.675809,473.951926,Ceramic
3873.515497,225.281202,1493.314729,62.128535,111.069175,Ceramic
8723.696399,563.010484,314.549759,253.779249,101.406297,Metal
1158.544757,17.091112,27.620208,0.326230,1.480849,Polymer
3570.637289,213.412220,415.477400,121.314673,449.964349,Ceramic
2853.250523,160.162030,340.463001,266.954377,106.692187,Metal
1003.403847,50.739451,17.234072,0.124346,3.707555,Polymer
4957.453689,45.449728,933.167569,22.478633,396.169647,Ceramic
3953.033293,843.248837,348.289494,134.339039,102.851441,Metal
2025.803203,252.778469,2188.214212,18.091621,100.014285,Ceramic
3286.723713,206.550000,121.502779,200.022113,191.563497,Metal
2861.745551,233.992556,191.595068,393.424581,189.446063,Metal
4186.876990,414.409500,2171.433162,129.037769,346.863407,Ceramic
6635.281571,303.288638,336.492535,269.836838,79.031834,Metal
4186.724103,248.556032,1154.094091,100.462794,483.636566,Ceramic
6840.047786,530.308142,294.178446,60.787619,120.872400,Metal
2681.809283,602.790508,247.473179,24.187465,101.469467,Metal
8305.936327,781.864109,64.921129,364.682205,213.675409,Metal
7199.924242,404.594443,393.613790,155.944112,195.492727,Metal
4767.421531,876.847078,186.718514,43.850993,161.506272,Metal
7174.859208,473.220184,300.313817,318.944810,97.317825,Metal
3211.719540,209.085790,2782.016061,97.124967,250.609094,Ceramic
6783.316766,733.642850,374.594286,314.651239,139.323764,Metal
1026.853629,95.743487,18.056666,0.346990,2.030794,Polymer
1396.421829,20.122069,5.730482,0.142488,4.672485,Polymer
7439.410329,1179.461236,332.994419,298.405880,90.224922,Metal
2695.991836,448.386969,2365.116073,63.588367,125.747961,Ceramic
3244.079588,1031.482038,75.508593,310.073741,153.110661,Metal
5694.203382,174.156423,2216.686888,57.266713,495.548346,Ceramic
3798.273785,377.744437,203.130199,128.713946,84.202766,Metal
1369.686419,81.823861,10.422495,0.332843,3.152996,Polymer
3823.007466,991.009732,362.651854,156.633181,119.364653,Metal
2967.773253,303.834792,305.491990,366.175630,159.179504,Metal
7910.618908,727.407076,215.806505,153.800300,155.141407,Metal
3396.177986,173.870147,199.629112,162.924926,62.047495,Metal
1347.671150,33.331563,6.778447,0.192229,3.015418,Polymer
3956.137961,1134.679271,372.795665,115.525102,169.556463,Metal
1410.031335,96.970908,4.664079,0.330142,4.268912,Polymer
4000.188032,211.625436,547.285317,104.930168,144.349788,Ceramic
8463.043693,389.358379,60.492310,148.457192,94.349788,Metal
7470.783449,253.217491,241.480572,298.871614,207.109625,Metal
8208.756167,359.178922,75.519166,380.239087,203.735057,Metal
5062.296891,36.973796,2950.745711,142.536260,339.259051,Ceramic
3023.857674,706.567777,381.310237,122.793194,57.095966,Metal
1155.322986,66.782012,22.144263,0.221367,4.252171,Polymer
2085.773049,46.571143,2411.394431,121.893112,313.674344,Ceramic
4727.764865,374.203314,1836.489496,8.768922,406.272606,Ceramic
3718.874595,224.880119,758.203118,66.254975,458.858692,Ceramic
3470.834683,112.949902,1534.964558,9.630453,192.813370,Ceramic
3976.318260,922.223258,360.917368,321.408720,146.568264,Metal
2059.594240,365.516888,2512.816919,12.415140,150.686358,Ceramic
830.603600,38.218409,33.105239,0.197698,1.476215,Polymer
5611.558875,234.613993,76.881342,115.075565,142.419853,Metal
7278.921081,492.654145,370.285302,103.709170,171.232756,Metal
5120.833622,160.488039,2099.474064,79.499784,207.014100,Ceramic
4013.781610,45.918816,2741.105982,106.119750,348.748712,Ceramic
942.488455,18.027491,48.820982,0.192214,3.714705,Polymer
1060.672990,82.556072,7.956100,0.491164,3.497743,Polymer
5449.459405,225.662498,224.617622,32.827350,97.254446,Metal
7876.662528,192.942624,147.682369,251.704136,134.210775,Metal
3538.653000,41.319464,934.898314,28.479593,272.433986,Ceramic
1013.603651,56.447171,18.042422,0.110397,3.051522,Polymer
5690.794731,455.575800,2506.633585,89.052835,402.900887,Ceramic
7890.056458,577.483611,199.642216,297.105931,175.020463,Metal
876.447143,41.870503,36.343554,0.371188,4.295400,Polymer
3854.010148,294.849225,1877.587941,78.318016,165.019548,Ceramic
7346.620157,1117.127253,96.155450,25.769697,185.930117,Metal
2342.147469,139.967655,1811.291846,51.292321,257.840482,Ceramic
4851.016635,825.152938,323.849201,327.898609,153.359860,Metal
1197.908753,35.493992,13.961360,0.171514,2.324367,Polymer
5531.856755,1162.474042,218.072768,340.843626,87.033225,Metal
1457.183981,31.262339,30.906098,0.225611,0.338937,Polymer
1336.183781,31.233713,43.583713,0.150889,3.159084,Polymer
1232.564513,9.710069,6.607882,0.115401,3.428518,Polymer
4319.562862,40.138682,2265.130012,10.061117,385.819826,Ceramic
980.211552,69.446843,43.017025,0.241334,3.597230,Polymer
4773.242728,185.227057,205.334439,214.193497,90.286381,Metal
1059.951553,83.155830,21.382514,0.356755,4.381749,Polymer
1028.578379,79.875624,17.414303,0.263255,3.266851,Polymer
8827.757801,784.108006,106.109487,36.952019,208.152447,Metal
2102.141145,312.338310,2500.888956,77.108625,412.349500,Ceramic
6279.662241,478.458021,125.204052,335.676172,55.541920,Metal
3524.358653,498.954009,603.956928,12.519405,474.207148,Ceramic
1152.447121,59.571728,27.863418,0.267232,3.670567,Polymer
4111.025596,44.687122,1628.055815,79.142763,276.406966,Ceramic
1385.206258,32.841204,12.957421,0.197229,3.842864,Polymer
5462.837629,923.007107,90.395922,111.597661,174.575716,Metal
3447.524639,188.952612,1714.672951,137.280691,361.331971,Ceramic
5418.292140,560.735253,249.269789,334.177889,71.297814,Metal
7546.913765,548.379184,254.664368,72.493258,94.247422,Metal
1019.691037,12.743066,21.630107,0.493299,2.888539,Polymer
7522.192342,1089.859715,356.741994,25.894656,70.534104,Metal
1188.205145,93.361891,37.399846,0.150559,0.189697,Polymer
6985.302672,1188.926832,96.332214,349.414396,206.165911,Metal
3417.471085,213.112403,1848.046030,107.085543,147.611857,Ceramic
5593.415568,303.909441,2003.236944,149.125981,118.095079,Ceramic
3419.830529,235.469764,1463.074285,68.013303,433.921869,Ceramic
1133.974233,17.787526,9.989088,0.406382,4.583382,Polymer
2335.157965,449.887602,1943.238546,56.111212,359.761904,Ceramic
5350.815767,659.533910,255.828307,379.011878,66.472762,Metal
1038.782048,58.592477,44.967780,0.331931,4.223446,Polymer
4598.200474,450.436131,112.445534,74.414693,188.377821,Metal
5956.821493,121.126731,1749.750924,86.695536,346.190999,Ceramic
999.353670,16.262352,14.418577,0.275567,4.429039,Polymer
1442.385146,98.936530,37.919971,0.469806,3.338839,Polymer
944.790178,84.685050,37.988372,0.110940,4.514656,Polymer
4159.319000,403.516161,417.329278,125.043170,110.310922,Ceramic
1459.264171,59.260690,36.872382,0.308358,4.158568,Polymer
876.730414,72.100609,42.392462,0.277762,2.172684,Polymer
1405.151926,99.342339,36.850053,0.146585,1.781531,Polymer
1355.324179,74.099351,17.028670,0.302824,1.395018,Polymer
5833.486735,954.750128,297.383431,139.627772,207.204097,Metal
8560.392004,973.617139,161.134520,339.743795,162.392173,Metal
2142.544745,324.558635,420.723529,21.394326,250.483623,Ceramic
4693.390524,147.337302,793.726077,122.266459,393.424274,Ceramic
939.001078,88.207075,47.590805,0.442863,3.752241,Polymer
847.082887,57.985030,11.218802,0.171246,2.102434,Polymer
1066.203161,60.470401,32.248017,0.293693,3.291566,Polymer
1010.070400,27.029867,15.313680,0.294024,3.987796,Polymer
4821.331166,629.054958,83.786632,62.699620,199.752182,Metal
3149.085415,485.293829,1246.032320,99.700310,146.327672,Ceramic
4572.888704,224.889923,293.939003,287.831144,181.525903,Metal
7730.688513,638.091816,194.201022,109.246815,99.458140,Metal
8283.768986,961.110684,71.281141,313.283490,94.472893,Metal
1073.964876,46.985397,20.535296,0.464947,1.356220,Polymer
3359.366227,412.891801,1202.127689,62.061920,329.002279,Ceramic
944.340575,64.402218,47.446012,0.345322,1.661827,Polymer
2629.479458,894.451593,330.844507,54.296030,169.804189,Metal
5067.368202,285.389211,2102.822115,78.278701,244.839101,Ceramic
909.895038,55.891387,43.126419,0.191734,4.010401,Polymer
3326.008451,123.495247,2306.669309,141.062056,114.429989,Ceramic
1458.248635,14.739469,20.498933,0.293960,0.801589,Polymer
961.003667,78.379105,13.118128,0.208983,0.635741,Polymer
4621.103835,82.972731,2325.366915,41.229801,133.966652,Ceramic
1305.479009,77.426669,21.353621,0.105897,4.154653,Polymer
3487.009120,909.460738,327.417002,93.827950,152.967569,Metal
1026.608712,53.673785,2.148166,0.209620,1.029280,Polymer
1259.235496,49.783034,15.270694,0.137225,4.835094,Polymer
5641.771874,1098.432333,236.621366,112.953334,52.926131,Metal
5058.693682,510.011433,241.303495,61.155632,88.090346,Metal
3589.394473,131.415463,1361.536229,84.909837,357.127426,Ceramic
7762.925115,1173.399170,83.386162,84.317171,197.020711,Metal
4124.798879,255.463622,265.770965,199.935570,172.915510,Metal
4010.793428,944.149327,138.208347,138.352884,107.437642,Metal
1025.010087,58.704674,20.920180,0.102229,3.458179,Polymer
5178.783163,281.882593,1213.842057,98.149285,228.735183,Ceramic
4057.724463,432.153397,2981.163933,13.133712,142.017551,Ceramic
3502.744202,383.305619,821.442097,112.474166,166.478789,Ceramic
8817.455782,142.968143,198.463779,84.874393,186.536117,Metal
7368.457315,701.793555,189.791980,132.765389,124.031498,Metal
1445.379152,69.284900,26.601525,0.346040,1.870726,Polymer
3419.864378,675.576365,121.561644,253.319932,171.460716,Metal
4133.055859,609.168183,377.670875,372.290246,172.422144,Metal
2541.356986,271.701658,2556.460841,2.463357,266.521177,Ceramic
846.933609,97.812733,16.280185,0.175070,3.476345,Polymer
4651.728348,167.218568,214.042936,79.452148,109.576975,Metal
3969.191818,791.703928,374.757825,124.340634,189.528253,Metal
4337.873540,166.760154,2023.702434,61.086986,201.899754,Ceramic
6785.889207,185.223738,103.347631,297.650070,97.597541,Metal
871.625487,80.704026,29.778536,0.406422,1.664198,Polymer
4368.679899,153.074002,2498.978914,130.829151,367.398765,Ceramic
3592.646025,961.701408,396.180529,54.708542,186.570151,Metal
915.372871,88.088339,16.843556,0.458381,0.279902,Polymer
5357.978637,831.326452,164.481277,210.142540,69.940404,Metal
4952.512086,524.082845,216.067301,138.469496,138.737570,Metal
8241.356458,1026.410343,384.376043,379.286174,191.712839,Metal
5359.504415,289.033215,1674.243112,118.555793,374.147034,Ceramic
5330.186924,482.998538,58.853444,158.961127,129.232900,Metal
4913.966013,122.614381,1855.464459,149.687117,475.762860,Ceramic
3663.536400,922.391345,53.735348,187.990616,139.420441,Metal
1017.273489,13.940306,19.074504,0.201504,4.609388,Polymer
2717.933243,402.446560,217.557204,36.688607,168.234843,Metal
1237.689288,97.258366,41.342960,0.445274,4.639323,Polymer
4528.960331,255.344233,1630.965882,131.365588,400.234540,Ceramic
2152.774375,33.841746,2725.089352,23.825571,394.478468,Ceramic
2526.592823,221.394840,2599.088151,9.351151,354.991262,Ceramic
868.232822,56.687931,49.186768,0.177673,3.077739,Polymer
1386.091470,85.581852,16.507534,0.383724,4.530509,Polymer
8637.956335,667.974495,379.190807,173.205772,192.411835,Metal
2922.206854,1007.552298,225.533993,297.003685,64.274679,Metal
4290.915459,318.551741,226.913041,85.727921,176.960833,Metal
2012.897531,151.406307,1311.780422,51.876421,327.269306,Ceramic
4264.757154,242.242579,702.280395,14.493696,391.820151,Ceramic
1213.803971,96.747732,38.569406,0.415495,1.103279,Polymer
3028.287066,896.704442,136.356241,338.177163,159.193957,Metal
2764.344238,382.799621,745.110519,8.946960,382.365585,Ceramic
898.298252,34.976393,12.072059,0.175298,4.420172,Polymer
1006.452641,71.268025,13.962712,0.295954,2.901907,Polymer
6671.868420,594.640459,270.859243,336.057568,56.244286,Metal
3542.722766,278.215416,947.723272,105.625933,238.768612,Ceramic
5185.085603,119.574540,2219.099949,76.061023,431.943073,Ceramic
2363.030002,391.236318,1071.356009,70.685541,112.579220,Ceramic
1260.832527,22.710424,7.850949,0.334728,1.873968,Polymer
6324.540081,137.234764,295.450899,259.199390,197.785947,Metal
1094.985434,36.797685,32.746184,0.140083,4.567481,Polymer
1126.788863,22.685269,2.065748,0.423689,2.293099,Polymer
5327.295100,539.266829,341.933744,115.978412,113.446512,Metal
6910.612971,430.190628,389.767985,353.424431,179.739408,Metal
4027.843032,222.073273,2412.588365,143.143309,260.300051,Ceramic
1158.543045,92.623592,44.443167,0.486094,4.715375,Polymer
1480.699427,76.425759,7.364651,0.233259,4.800368,Polymer
3237.094158,387.595094,2483.873022,69.348314,166.136832,Ceramic
903.243707,88.880700,15.762834,0.132150,1.196194,Polymer
863.116826,28.249590,34.550965,0.438267,1.883804,Polymer
4740.627111,617.880764,290.375253,285.536304,205.181618,Metal
7903.755449,876.846511,317.069661,56.413448,71.845407,Metal
2534.105074,391.165011,2734.855355,123.148870,392.148843,Ceramic
5060.027342,178.822476,220.908265,301.363065,149.692922,Metal
1225.965634,77.945173,19.087496,0.235940,4.119726,Polymer
7385.948990,1106.044601,275.952044,72.470362,81.954993,Metal
1104.780440,37.260732,33.048202,0.270285,1.439121,Polymer
7838.287593,138.309327,385.479461,180.260018,77.802289,Metal
5336.929980,243.162897,614.865226,103.223777,140.562039,Ceramic
5214.201027,25.867755,1229.467023,86.627649,253.596114,Ceramic
5659.905998,1155.913157,190.596187,313.116671,101.502267,Metal
1243.882026,62.345424,40.318501,0.280108,1.876670,Polymer
4677.912805,688.526582,177.701626,318.487995,216.724866,Metal
4992.566851,842.190801,102.635527,148.103962,208.810103,Metal
3784.484821,994.118620,304.670068,192.895958,58.252412,Metal
885.086012,51.514034,18.988102,0.455666,3.438210,Polymer
1036.223221,33.133723,41.139298,0.317099,0.910066,Polymer
2613.873455,457.095805,272.593945,246.395984,110.731562,Metal
1317.076214,28.619538,5.118296,0.137829,3.639401,Polymer
5302.153552,402.165857,390.148471,281.816945,91.497120,Metal
5339.671610,371.690133,1761.252744,69.304516,130.614458,Ceramic
3453.877907,1174.527666,273.235069,355.174017,114.925209,Metal
2315.059463,465.171465,2348.094198,63.956956,108.953390,Ceramic
3027.432016,333.389808,2695.605941,125.691144,273.374113,Ceramic
934.150546,29.792696,15.856870,0.305616,4.274133,Polymer
1359.267870,40.552457,24.173002,0.404288,2.195989,Polymer
5113.235896,152.889829,2145.743065,91.088763,463.898564,Ceramic
3090.717614,215.447740,448.669267,62.734401,151.906777,Ceramic
1219.355616,97.710274,16.589810,0.188529,0.110003,Polymer
844.605721,32.343975,35.889647,0.430790,2.947813,Polymer
4636.888098,527.943464,375.455444,24.775545,107.901316,Metal
5388.489913,608.142307,309.899905,100.042210,168.613312,Metal
3022.770387,35.487925,2615.958362,145.190818,352.553625,Ceramic
4744.444751,328.306322,394.704012,160.292753,99.609917,Metal
1272.150959,7.808634,31.618272,0.166694,1.771099,Polymer
8972.867962,125.749178,390.674974,231.447005,133.428669,Metal
1444.823397,17.511252,30.748965,0.439867,0.502960,Polymer
1494.491634,59.220777,9.752499,0.163647,3.892073,Polymer
3604.466037,216.087769,2353.330393,63.308819,339.699415,Ceramic
1054.222277,15.035684,44.353135,0.484096,3.813531,Polymer
1174.938934,42.256470,43.093773,0.297933,2.330291,Polymer
3797.823702,463.477067,861.829232,43.972764,313.066282,Ceramic
5516.139662,289.497735,367.548310,165.674301,161.027721,Metal
3641.175216,325.480100,2009.077515,21.647234,347.968118,Ceramic
4398.272680,371.431037,2858.271450,49.428026,199.976302,Ceramic
